r,g_sim,uncertainty
0.01,0.0,0.0
0.03,393542.4384149227,4133.50845133521
0.05,47079.75448460409,3233.32504392807
0.07,7471.032839648412,730.6770247481279
0.09,353.8194058849883,313.08073674805314
0.11,7.422784738845914,52.22125549948384
0.13,12.56163571189307,61.84921875664599
0.15000000000000002,13.608438687884178,59.616641183279626
0.16999999999999998,4.80297836042971,33.79022414672483
0.19,8.59480338182157,42.31788651770513
0.21000000000000002,1.944062669697741,19.44062669697741
0.22999999999999998,0.0,0.0
0.25,0.0,0.0
0.27,33.265072348161276,62.95160916086218
0.29000000000000004,73.20401501068741,78.72532033652543
0.31,36.87447902523449,70.2371029052086
0.33,9.8970463184612,33.731598755294605
0.35,30.327377647284802,51.421702079189316
0.37,3.3101607619177695,18.91719448527002
0.39,40.8253160636524,59.31883530616169
0.41000000000000003,96.58672337010512,62.42502386444387
0.43,104.43685504655292,68.14415190332792
0.45,159.6723472711741,59.25996618891733
0.47,200.65208533412184,57.505439300326785
0.49,117.47692989744866,48.96270791405301
0.51,68.04219343942076,65.7305728593003
0.53,187.9505116892682,50.55273849768353
0.55,46.02126538084457,51.448200828068686
0.5700000000000001,68.75842705457286,47.66201241337158
0.59,186.13576306987346,41.37140099648719
0.61,129.83789043194366,71.7047186158048
0.63,156.82105535561766,63.26527133775588
0.65,131.89717497487715,48.486921108905705
0.67,1.8279992267307064,10.446808894850586
0.6900000000000001,13.608438687884167,25.024888332706002
0.71,55.20042735367131,39.97138485332189
0.73,85.56538846217589,46.658440957015834
0.75,143.1607749965412,44.21203822721267
0.77,144.7443024074948,34.4144892184977
0.79,190.1736241952416,47.533872990112116
0.81,65.52211220092377,31.634373869042392
0.8300000000000001,147.56138336260062,32.03749203280623
0.85,397.6866082435797,42.12660885778667
0.87,341.14948021006137,101.11944592004328
0.89,214.21823148006376,81.70767130219843
0.91,301.92788693228687,44.11123572066665
0.93,586.0408273653325,93.25267323646499
0.95,1053.2931544422388,88.6184690588911
0.97,1127.1154269944484,131.00436115037778
0.99,1380.2255844954002,137.89004687829396
1.01,1924.4488096935613,101.62601450029625
1.03,2111.4219288454015,112.22914638433956
1.05,1346.0689924987134,117.46301870550408
1.07,611.2351059249659,120.40868924914376
1.09,264.0536497694952,95.28614737878594
1.11,427.74632956781903,52.185941627572625
1.1300000000000001,213.88130185559493,57.10817096572607
1.15,179.9863934284521,22.708855122111085
1.17,236.22853824865632,30.91466545402396
1.19,230.19989141773766,34.92347990349042
1.21,373.1636327801627,61.93920749556642
1.23,454.0571737811097,56.58770219999741
1.25,300.80092875699125,43.86625046403192
1.27,231.4506107545658,63.639110417350665
1.29,219.31739559776102,46.14860884386173
1.31,218.77383111972557,60.89246888364654
1.33,428.20538277289563,67.64254883442167
1.35,572.7640638856136,48.02145082439306
1.37,849.5837671348432,96.90867553527191
1.3900000000000001,1341.9486985239419,111.52403730926085
1.4100000000000001,2042.7135094260334,123.28062478461847
1.43,1877.9645389280188,116.38043917552716
1.45,1511.9444638745845,66.30253422034158
1.47,932.594634977855,83.66037883731939
1.49,296.737028838494,51.23099180030842
1.51,326.33216217767267,53.42141391907551
1.53,403.98384653836604,54.83141417804971
1.55,99.03431509634375,38.19990982797737
1.57,200.48610627436898,19.309403287154492
1.59,239.55987350558283,28.516121053771972
1.61,261.9413136257952,35.32328361502651
1.6300000000000001,156.53878858762485,60.1377692081844
1.6500000000000001,217.73501900614727,34.63609156756423
1.67,150.10026385079604,28.656872989569074
1.69,105.80762388094534,24.707071647613386
1.71,203.64909124149474,28.884511441933657
1.73,356.1005892488512,34.87254601474171
1.75,413.8520611252559,48.576251988385124
1.77,477.44861159186723,52.810754340890284
1.79,264.79436843519835,48.397629264243086
1.81,287.13053783994275,34.05718777792447
1.83,248.5213229229999,38.837426739021666
1.85,240.3176713152295,41.361737613874446
1.87,274.64303533729833,38.02694176873215
1.8900000000000001,222.91918612534158,88.28489317383061
1.9100000000000001,384.52745339534727,46.223667081233536
1.93,601.1686437974124,46.49776497140663
1.95,882.0361875700935,45.48622385075856
1.97,1016.6954345597904,95.61894515179074
1.99,1362.006398726576,69.91464318535243
2.01,1675.869068861675,69.01398678111697
2.0300000000000002,1971.4806570048572,89.36743735232095
2.05,1278.3302625004196,75.77750161177201
2.0700000000000003,847.8648973799075,120.58702164295826
2.09,586.7906672498212,59.217243193231106
2.1100000000000003,423.9254383671191,70.22632402707059
2.13,684.8303018564844,56.743962025751145
2.1500000000000004,826.9500067777027,43.883240363959594
2.17,1032.2972776094969,51.272850272147494
2.1900000000000004,1463.746035305018,66.3716761265787
2.21,1578.702041085856,73.30278165593687
2.2300000000000004,1583.5828876708265,89.6305299882545
2.25,1197.361158684625,90.24495778911219
2.2700000000000005,907.5090081814581,77.0873913821284
2.29,665.3278582949857,86.8906359288771
2.31,495.9127137429028,45.27269596967256
2.33,479.2156198887996,56.26207322674487
2.3499999999999996,344.4961776775427,24.698950063855857
2.37,243.9183440765054,30.552785265369092
2.3899999999999997,182.60361034328199,32.273137284900216
2.41,213.10476185923147,24.099077997888163
2.4299999999999997,94.58704915159005,21.70977126385037
2.45,178.29831913513578,27.87313116739511
2.4699999999999998,412.3852776470141,25.343106575887905
2.49,362.5091317941205,33.76203810501835
2.51,373.44591905237326,35.43343295277483
2.5300000000000002,285.4544826743146,33.606044659397256
2.55,89.97579461871621,27.66270254795416
2.5700000000000003,66.87726872683919,18.521887055803656
2.59,158.0995830573105,24.383940540827506
2.6100000000000003,191.14381697235004,36.772962720039935
2.63,279.56803889976493,39.31331379257787
2.6500000000000004,301.64516548162914,30.11748431448119
2.67,279.35525261532825,25.609226203583894
2.6900000000000004,426.1616635938164,32.54896007197581
2.71,465.95093204751544,54.0947076675318
2.7300000000000004,501.5681687820189,48.114651580429054
2.75,469.86227396894503,40.93592861477015
2.7700000000000005,551.0680749530561,35.9733507052808
2.79,663.5942951565008,44.721866935729764
2.81,856.1693507583976,49.22574177227905
2.83,940.7133782723546,52.80729021930043
2.8499999999999996,815.7900876579064,59.85951516337792
2.87,889.622044118751,55.753460061034055
2.8899999999999997,854.647620017635,40.131695213426894
2.91,665.4105638828383,45.83062453344615
2.9299999999999997,587.9960197563585,29.30767677953366
2.95,526.9925544758919,38.47891546453818
2.9699999999999998,709.5632374430096,45.64353952914483
2.99,872.6240634207451,44.724127228619935
3.01,1306.2744817575983,81.18951208522553
3.0300000000000002,1498.4103628510877,58.7553210390494
3.05,1280.442535950493,47.22750597902758
3.0700000000000003,1153.2154426840234,77.54270741256772
3.09,1164.6445343077428,65.06193084535457
3.1100000000000003,1110.1598004833138,51.10589712309016
3.13,1316.5838349728751,52.854237180539336
3.1500000000000004,1446.2530220771237,56.39079440252695
3.17,1397.0758001845577,59.328256825319635
3.1900000000000004,1310.5054435479565,60.41211345864301
3.21,979.0444955077851,41.26030647294389
3.2300000000000004,728.2831924419946,42.00787801950938
3.25,518.7955549011882,29.473169961142187
3.2700000000000005,433.34762096922657,32.39616504210699
3.29,304.6387566451868,22.74966953901598
3.3100000000000005,298.85118073181553,20.43321834585124
3.33,288.96477466075055,32.8899495154117
3.3499999999999996,330.0147937324541,22.695617395220086
3.37,274.87430904577855,27.747818773293062
3.3899999999999997,288.78792896943554,25.559962573071143
3.41,277.2769266962439,26.674287670126365
3.4299999999999997,350.28835328084347,39.3216953048243
3.45,292.64059891423597,39.68980113589984
3.4699999999999998,233.5396322373209,27.394823716588384
3.49,302.50506401319666,28.412393939099452
3.51,390.9227558117846,31.622636591604458
3.5300000000000002,469.6646134121567,37.19141436307487
3.55,554.9942966850351,27.913047585651725
3.5700000000000003,705.122965962136,43.49926934685391
3.59,1059.0701072445488,47.058932542970815
3.6100000000000003,1251.1093396459564,44.91064859275382
3.63,1211.1510432216842,65.27977434452644
3.6500000000000004,910.2367729479514,46.993213244035424
3.67,492.68480884446393,57.40730964122889
3.6900000000000004,375.61503532818347,29.852308271591333
3.71,271.14172178123874,24.805004420291834
3.7300000000000004,232.3650026893673,46.95077308804529
3.75,233.52080788409214,22.918661768570207
3.7700000000000005,217.2296658453255,20.58228802103492
3.79,231.59480088879377,24.086591535947505
3.8100000000000005,277.9550390265474,16.809750912923
3.83,332.1453912646025,29.67805259397257
3.8499999999999996,316.74082878475355,26.820038791714556
3.87,261.72508825302816,41.108991431466634
3.8899999999999997,341.820191309297,48.66314852008493
3.91,510.78630737439505,44.141115430920806
3.9299999999999997,590.253042935551,44.57426110805268
3.95,529.6955565220754,44.51843482021813
3.9699999999999998,732.6961636108872,36.31708387356193
3.99,1099.8278756095303,58.903556293036864
4.01,1300.0979704060687,63.01718614863521
4.03,1279.7672899060317,46.7469786082913
4.050000000000001,1063.8774956439056,58.487649408866204
4.07,995.154694514751,40.33272811275881
4.09,1064.7521918116981,62.28030105128545
4.109999999999999,1120.6598925307205,32.728483607215864
4.13,1317.6790874781886,34.74362550727291
4.15,1332.9711630421164,55.79799324749879
4.17,1063.0246566406533,36.477591606268255
4.1899999999999995,964.4128362721319,41.1517554981658
4.21,949.7461889012269,38.01769836551163
4.23,1016.3862966106749,66.7919973314118
4.25,980.768181199778,38.07046882159553
4.27,795.3765909450079,48.11661067004895
4.29,667.4796430546902,39.342321130325814
4.3100000000000005,541.4327299764117,52.29425855282092
4.33,430.4100873685361,26.341686020732627
4.35,496.4733838545242,46.544908853942324
4.37,596.9651479330497,54.530401078293345
4.390000000000001,679.3369791457321,27.832232052040922
4.41,772.9963472369689,32.27053627177964
4.43,812.9122189559225,41.613312789421585
4.45,1146.3198296974065,61.73397006271946
4.470000000000001,1169.8690681416515,60.61179455365925
4.49,877.5169829183,32.243973007498454
4.51,714.3072484662338,40.62736758954293
4.53,571.8247912227035,42.43324894143516
4.550000000000001,410.49630987077876,38.920449532870194
4.57,312.21986792662597,31.007765495359624
4.59,309.3473840291548,31.34032401939987
4.61,285.24586342955996,20.032693173560492
4.63,266.6431010291282,20.863150952586405
4.65,338.6306323817308,16.425435446069752
4.67,394.00363918391304,16.542811568485877
4.6899999999999995,317.11434204665386,33.38841869822508
4.71,323.3087662790412,19.84607965676835
4.73,261.7826292199917,30.939490023247828
4.75,200.25891879644522,32.92692359338976
4.77,210.11771684751645,24.462493663202785
4.79,266.3447029204918,18.386925520923675
4.8100000000000005,317.3510535592401,25.330832705827433
4.83,343.25384789750564,16.814792063568557
4.85,311.11416117785075,22.155503550278084
4.87,374.4695828672246,28.523062139635723
4.890000000000001,501.3415602499506,28.685598215688405
4.91,477.26540571359095,37.52111452281966
4.93,526.7542301843531,23.858627968513698
4.95,667.803200338181,38.58577222802268
4.970000000000001,781.4310497253967,36.243602363962616
4.99,1099.6654773778807,51.35163726824333
5.01,1545.983825069051,34.5350151409801
5.03,1593.2424539354129,36.4529773508573
5.050000000000001,1672.8678520894146,52.74655797054853
5.07,1459.001778614069,50.32838379026551
5.09,1177.517613222922,46.247030134060665
5.11,882.737607020166,40.824464046101056
5.13,577.2842938123658,32.12108718374277
5.15,440.27923382042457,30.555362849549734
5.17,344.9225929710623,22.444051410151125
5.1899999999999995,214.6672206892181,27.39314910052142
5.21,197.3876605841529,32.331394848986186
5.23,205.14135872901625,25.057885187870895
5.25,197.36124222772014,16.08459480240354
5.27,199.94334110110827,12.295349005385159
5.29,245.72364148709144,16.148075830880845
5.3100000000000005,241.95342684051414,26.73302995438845
5.33,292.0580303015182,24.408143651318337
5.35,448.696931690225,19.851602829633876
5.37,470.2133703048395,21.83646049277231
5.390000000000001,542.2419994428215,31.05450758088516
5.41,524.6920935130872,19.55672485020341
5.43,603.7334953795976,30.045405085842503
5.45,463.760608715745,34.055592067250466
5.470000000000001,379.5187060030499,35.8074152639516
5.49,365.0482268788229,40.12369471947796
5.51,348.5340957593777,22.853300225100405
5.53,365.9513412794377,31.220224312793377
5.550000000000001,360.5132865368583,35.46307094463824
5.57,470.11414224824426,19.79417438135656
5.59,551.6895126025489,20.53698352043999
5.61,572.9371004797548,21.494783295971754
5.63,742.179591317043,28.28942782328294
5.65,619.7499750052,34.58257027530219
5.67,472.4072287365564,37.194441805172595
5.6899999999999995,539.9130112108644,43.98604732854245
5.71,471.8863152716538,33.903023456725116
5.73,425.7802596795484,25.420492852426975
5.75,394.4080534497267,26.419417680879135
5.77,504.4792088974693,17.60623046550916
5.79,657.2241295842915,37.448720502540986
5.8100000000000005,773.7135200978782,33.45237295770246
5.83,843.1163042991399,34.82163110405638
5.85,906.740737803448,23.665981302531613
5.87,837.7187938444794,43.319344538972096
5.890000000000001,639.3424709187136,26.964188679905458
5.91,460.68364268782244,32.54453340382689
5.93,472.76129074045826,61.56984076320061
5.95,630.8369006541734,24.860309286296104
5.970000000000001,784.8444764866503,29.781864737179944
5.99,1105.4868556802255,28.375516650138692
6.01,1504.694802206216,91.41456539271526
6.03,1856.2993629075654,36.78673330252698
6.050000000000001,1550.8221715286688,45.123166889002796
6.07,1343.1327212374892,49.81534801492342
6.09,968.0761728656599,54.05166716692291
6.11,739.131990664712,38.032786247786696
6.130000000000001,612.4463401653218,35.8825068549118
6.15,454.58823480308604,38.71291028093378
6.17,418.90611993352235,33.86575095359677
6.1899999999999995,248.57934772843748,20.207859188125404
6.21,254.81308383691447,20.875545954616577
6.23,258.6477086729225,17.033651438876934
6.25,367.95040861849776,24.03267785393128
