r,U
0.01,50.0
0.03,18.22700054781172
0.05,18.877498302021365
0.07,17.74594878265103
0.09,15.855302862002805
0.11,13.86225702826378
0.13,12.016707745494092
0.15,10.373047801888067
0.1699999999999999,8.925285767255968
0.19,7.645187264921623
0.21,6.489715418012536
0.2299999999999999,5.406922824297687
0.25,4.365508525389395
0.27,3.388209906640153
0.29,2.5619973105915017
0.31,2.0146909918491316
0.33,1.872734542901446
0.35,2.191731191642196
0.37,2.8801548681280007
0.39,3.7128395190494086
0.41,4.460915702242398
0.43,5.009797458858325
0.45,5.360109907958427
0.47,5.55664941812194
0.49,5.635270837520946
0.51,5.61543699509473
0.53,5.51543626186153
0.55,5.364643183814382
0.5700000000000001,5.197043815015111
0.59,5.03363432765365
0.61,4.875468254822242
0.63,4.715676256132396
0.65,4.555820715715318
0.67,4.408679261321779
0.6900000000000001,4.287236413505396
0.71,4.194042654784522
0.73,4.121866907639727
0.75,4.0627757217293174
0.77,4.016779564795109
0.79,3.995647936778348
0.81,4.019233999943778
0.8300000000000001,4.100115931163416
0.85,4.222900993822418
0.87,4.3389368629247285
0.89,4.382187109234606
0.91,4.289527341651129
0.93,4.010614985086478
0.95,3.5271526652190666
0.97,2.9049267913154253
0.99,2.3343492551014418
1.01,2.0592725898728954
1.03,2.20037649445207
1.05,2.6555622841682958
1.07,3.200893254121799
1.09,3.6661981782177575
1.11,4.002247850933556
1.13,4.233711050746797
1.15,4.399060648141947
1.17,4.52619440410125
1.19,4.629113170576052
1.21,4.707888554654686
1.23,4.75209911603658
1.25,4.747603660223315
1.27,4.684201461560305
1.29,4.5545862719716075
1.31,4.3443704346255165
1.33,4.024020889494898
1.35,3.5701538099554364
1.37,3.029336083054096
1.39,2.568788617177143
1.41,2.4109369917507815
1.43,2.659793650308874
1.45,3.2020332000180955
1.47,3.80667050348967
1.49,4.299743255429697
1.51,4.6323237257133
1.53,4.833394875503363
1.55,4.946397399326012
1.57,5.001794316807746
1.59,5.01690469653257
1.61,5.004191526780679
1.63,4.979155203436911
1.65,4.961166294637713
1.67,4.967826913970854
1.69,5.006803448028511
1.71,5.071982612417076
1.73,5.146669065519494
1.75,5.211426607620271
1.77,5.251680083697454
1.79,5.261147546372906
1.81,5.240165911390277
1.83,5.190560869099849
1.85,5.109448468749714
1.87,4.9852642835480045
1.89,4.795776616133639
1.91,4.508683617520503
1.93,4.0867466076877585
1.95,3.513642812420417
1.97,2.8511615411999047
1.99,2.2793838387999834
2.01,2.0254269045627895
