r,U
0.01,50.0
0.03,20.621188412024775
0.05,22.065098779916234
0.07,21.610667071505187
0.09,20.227384280831632
0.11,18.58169456532443
0.13,16.949607708744264
0.15,15.40299020717103
0.1699999999999999,13.950078224242535
0.19,12.585796850293864
0.21,11.307020173420195
0.2299999999999999,10.115490147606437
0.25,9.023599517496681
0.27,8.053180959684703
0.29,7.232977973887819
0.31,6.594779993422168
0.33,6.165709997829386
0.35,5.955421520478084
0.37,5.944104287751764
0.39,6.081396125252497
0.41,6.299982510018672
0.43,6.53633598574016
0.45,6.745971888576599
0.47,6.906129972408658
0.49,7.009216310748221
0.51,7.055637445362312
0.53,7.051041878597352
0.55,7.005701575947408
0.5700000000000001,6.930934497201643
0.59,6.832621649344625
0.61,6.707899543815915
0.63,6.548682786817996
0.65,6.347968900014055
0.67,6.103186092146728
0.6900000000000001,5.816041487510664
0.71,5.4928042875683465
0.73,5.14726115321439
0.75,4.803264804245797
0.77,4.491765994739336
0.79,4.242723441968965
0.81,4.07979340691179
0.8300000000000001,4.023150727698272
0.85,4.092440590335017
0.87,4.297574359025929
0.89,4.61671379991592
0.91,4.979758199762556
0.93,5.273418682568683
0.95,5.381087081301533
0.97,5.260122414977359
0.99,5.006273722035087
1.01,4.806524428160274
1.03,4.780285342329976
1.05,4.880444264730243
1.07,4.974172225656793
1.09,4.985483945128091
1.11,4.932214606429402
1.13,4.864438784426505
1.15,4.807348469361094
1.17,4.752286672535807
1.19,4.676999538785208
1.21,4.570321248292205
1.23,4.447597681995018
1.25,4.3476685260908505
1.27,4.31626344627229
1.29,4.382219020161137
1.31,4.535356463128964
1.33,4.715162539622658
1.35,4.833445925002915
1.37,4.84525574599193
1.39,4.817472564017927
1.41,4.89123581017678
1.43,5.135410956214737
1.45,5.460390463715707
1.47,5.710015693563281
1.49,5.811501034067473
1.51,5.811345386159705
1.53,5.800466694196353
1.55,5.837835016700644
1.57,5.929943144984148
1.59,6.050883693338979
1.61,6.168144170733348
1.63,6.254416716549021
1.65,6.28559096416648
1.67,6.240186754167154
1.69,6.10276261219327
1.71,5.861432213023641
1.73,5.493901698841191
1.75,4.96117221856113
1.77,4.243130094743834
1.79,3.4133443317743746
1.81,2.6794589873531676
1.83,2.3106225557107116
1.85,2.480557881839294
1.87,3.1506940506049457
1.89,4.083378565273769
1.91,4.96933440896285
1.93,5.567970728268953
1.95,5.775998933677328
1.97,5.6365461324708805
1.99,5.325689106068096
2.01,5.074875506477009
2.03,5.019778953741937
2.05,5.117829640109515
2.0700000000000003,5.242056904284294
2.09,5.329251026206413
2.1100000000000003,5.405814085369802
2.13,5.503633636549625
2.1500000000000004,5.591612308356754
2.17,5.594866302463461
2.1900000000000004,5.482799780761268
2.21,5.341913593722071
2.2300000000000004,5.329679882936232
2.25,5.517867327780926
2.2700000000000005,5.8041755475663885
2.29,6.00830076040202
2.31,6.028575001971373
2.33,5.887042342590923
2.35,5.667352895952614
2.37,5.447230361969134
2.39,5.270318297245244
2.41,5.144847678992048
2.43,5.054943240110769
2.45,4.979802044888317
2.47,4.911977811496304
2.49,4.867278385303883
2.51,4.87858032036631
2.53,4.97383905105107
2.55,5.1507454304141325
2.5700000000000003,5.369575732383205
2.59,5.5759265511686005
2.6100000000000003,5.736654789651454
2.63,5.855115387668362
2.6500000000000004,5.952414454929245
2.67,6.038290204087207
2.6900000000000004,6.102235550599604
2.71,6.125019836832064
2.7300000000000004,6.090215785638084
2.75,5.98007624135361
2.7700000000000005,5.774071828377827
2.79,5.484904570147305
2.81,5.209717443212514
2.83,5.10065093886016
2.85,5.234296243577069
2.87,5.529820546832755
2.89,5.826353798636943
2.91,6.009645190370365
2.93,6.035415764182379
2.95,5.884831133594667
2.97,5.575948471740493
2.99,5.224505474510898
3.01,5.0205959265957985
3.03,5.08580063190436
3.05,5.368691861095706
3.0700000000000003,5.701136439681711
3.09,5.920474833131656
3.1100000000000003,5.930690142517533
3.13,5.728375445226974
3.1500000000000004,5.431423928542194
3.17,5.2324993122915116
3.1900000000000004,5.249892285518295
3.21,5.429418472326964
3.2300000000000004,5.621116026560345
3.25,5.722605582316771
3.2700000000000005,5.728498279262689
3.29,5.683658102452852
3.3100000000000005,5.631005434880428
3.33,5.594804372333475
3.35,5.585696849055966
3.37,5.608089199160923
3.39,5.6633485761924485
3.41,5.747885230872046
3.43,5.85200965457159
3.45,5.963020661042598
3.47,6.073140036974244
3.49,6.181329675700112
3.51,6.278811076012448
3.53,6.325012289186863
3.55,6.252141162254518
3.5700000000000003,6.0291030820956495
3.59,5.736035362656987
3.61,5.534640334596761
3.63,5.521497278754327
3.65,5.63265330064993
3.67,5.723082058239398
3.69,5.708748077683151
3.71,5.605608080904383
3.73,5.4704836560665315
3.75,5.347578688046224
3.770000000000001,5.263492374018825
3.79,5.240460182113412
3.810000000000001,5.293939796819951
3.83,5.417288164755097
3.85,5.5752740109575365
3.87,5.718873192985543
3.89,5.804376710378745
3.91,5.798905361143951
3.93,5.670721633524493
3.95,5.391368114127508
3.97,4.978542450415834
3.99,4.5484552221792915
4.01,4.277911327369217
4.03,4.258116094076446
4.050000000000001,4.391421243858404
4.07,4.470461893956698
4.09,4.367678099170543
4.109999999999999,4.147298281341967
4.13,3.991172347920081
4.15,4.006088689158578
4.17,4.109723936708302
4.19,4.119850263655034
4.21,3.9456988355547526
4.23,3.6867241175326226
4.25,3.547980539224218
4.27,3.655381800281395
4.29,3.9582386283356383
4.3100000000000005,4.31133838667616
4.33,4.613678336053911
4.35,4.847884922113216
4.37,5.024990035795134
4.390000000000001,5.12895057085093
4.41,5.117621203828652
4.43,4.984229056443522
4.45,4.82157857242091
4.470000000000001,4.787220414009055
4.49,4.9624024777091185
4.51,5.266774374300085
4.53,5.5400075359771295
4.550000000000001,5.678250550491115
4.57,5.6724112948229335
4.59,5.560651323730876
4.61,5.386897964675231
4.63,5.191175566041266
4.65,5.006218962760312
4.67,4.850349791524775
4.69,4.7283535689334135
4.71,4.641317394790263
4.73,4.5950236553245025
4.75,4.597850074793571
4.77,4.652107454235554
4.79,4.746852915397768
4.8100000000000005,4.85819931886327
4.83,4.958480387927126
4.85,5.028422459588332
4.87,5.063968168289457
4.890000000000001,5.0691267955295265
4.91,5.034300027213852
4.93,4.9122276745557345
4.95,4.629081659073523
4.970000000000001,4.154714850096799
4.99,3.5782220398651416
5.01,3.0726171566058316
5.03,2.7515232298718777
5.050000000000001,2.602833942136252
5.07,2.592682169979857
5.09,2.7548073185153905
5.11,3.109999460575409
5.13,3.565600290838842
5.15,3.976144615273152
5.17,4.273432326873293
5.19,4.490244081572276
5.21,4.6854888134808546
5.23,4.886521452941856
5.25,5.089661913424249
5.27,5.279738171152764
5.29,5.431261504942179
5.3100000000000005,5.49490990302555
5.33,5.405593337238044
5.35,5.1441693520342975
5.37,4.8067649166786515
5.390000000000001,4.570701108941388
5.41,4.544352237316242
5.43,4.667350763737445
5.45,4.784784200314577
5.470000000000001,4.788665570443654
5.49,4.666741545970123
5.51,4.460873738843564
5.53,4.221079189150163
5.550000000000001,3.9847627950983284
5.57,3.7612573800605515
5.59,3.5304570373577695
5.61,3.287379240360731
5.63,3.1023968447671066
5.65,3.09959635257216
5.67,3.334214078881426
5.69,3.7162884859980068
5.71,4.0857511372911866
5.73,4.333176822330549
5.75,4.421698844031288
5.77,4.3428489460190205
5.79,4.121085771683469
5.8100000000000005,3.8621924102714633
5.83,3.7253196384492977
5.85,3.79076252369574
5.87,3.9798428199997185
5.890000000000001,4.134583579957199
5.91,4.1446092624585065
5.93,3.969840793462436
5.95,3.5974204470687
5.970000000000001,3.050666335918396
5.99,2.440912020242793
6.01,1.9349307375814426
6.03,1.6225403140407284
6.050000000000001,1.463565502896711
6.07,1.4063337292815827
6.09,1.4913428733517495
6.11,1.7719162930919765
6.130000000000001,2.193057569213649
6.15,2.620765874006617
6.17,2.957767376985923
6.19,3.1867619963495795
6.21,3.3281660213339945
6.23,3.3914569176965035
6.25,3.3515964094583914
6.27,3.1608330161353884
6.29,2.806259368511137
6.3100000000000005,2.3739067215960556
6.33,2.014449532670575
6.35,1.812335397034377
6.37,1.733466537589349
6.390000000000001,1.7405984354447952
6.41,1.889312717076998
6.43,2.241084557055313
6.45,2.7381270667286737
6.470000000000001,3.2355961169054392
6.49,3.627695957207613
6.51,3.9008993625781017
6.53,4.095227438760993
6.550000000000001,4.255464076124977
6.57,4.409667467427492
6.59,4.561724796367094
6.61,4.686477364222246
6.630000000000001,4.731897371366265
6.65,4.641794919135823
6.67,4.412206287811698
6.69,4.143037124224089
6.71,3.9964140976745046
6.73,4.057931911459576
6.75,4.25588374861536
6.77,4.446791591120593
6.79,4.552507194892379
6.8100000000000005,4.588551594596665
6.83,4.594717118765151
6.85,4.577009817468581
6.87,4.508297026581386
6.890000000000001,4.3545643363973445
6.91,4.08694751037419
6.93,3.673915562381284
6.95,3.0817639189710935
6.970000000000001,2.3188375994441497
6.99,1.4897559809300285
7.01,0.7720642067900982
7.03,0.3136158938910816
7.050000000000001,0.17141011178742893
7.07,0.3323098772478019
7.09,0.7175864611294456
7.11,1.1641182656733529
7.130000000000001,1.4738503878042675
7.15,1.518731666657228
7.17,1.307756179741741
7.19,0.9811556009353382
7.21,0.7193759517369545
7.23,0.606658109426748
7.25,0.5976912880812195
7.27,0.6482857922055656
7.29,0.816052114673794
7.31,1.1717062432083827
7.33,1.6717457064711798
7.35,2.186489621132897
7.37,2.618784794812562
7.390000000000001,2.9503453243339672
7.41,3.2027352289010507
7.43,3.3964473134230646
7.45,3.541939876349276
7.470000000000001,3.6474899085782706
7.49,3.721726759007905
7.51,3.7662221475032798
7.53,3.7612889985306195
7.550000000000001,3.671800713498456
7.57,3.496501264504162
7.59,3.323193636931239
7.61,3.2933941714234027
7.630000000000001,3.4696055650522206
7.65,3.760134041288099
7.67,4.00782635286239
7.689999999999999,4.123791166260895
7.71,4.109925881610725
7.73,3.987564603078795
7.75,3.753216591596944
7.77,3.4184666002095616
7.79,3.0745564773601544
7.81,2.8668172529499225
7.83,2.8666065648458323
7.85,2.991536146708068
7.87,3.085701831853603
7.890000000000001,3.0496608367364306
7.91,2.8675968765699604
7.93,2.543370899769818
7.95,2.059760120604457
7.970000000000001,1.4206018407118775
7.99,0.7174018041896835
8.01,0.11379184707487955
8.030000000000001,-0.25194476422082257
8.05,-0.3223067133838038
8.07,-0.09552252362853508
8.09,0.37748500666564766
8.11,0.9689629489474836
8.13,1.518702660621213
8.15,1.9193082520569176
8.17,2.129980327853156
8.19,2.1354929682850843
8.21,1.9530563222585418
8.23,1.6853562095622037
8.25,1.4986825895806666
8.27,1.493088143750044
8.29,1.6143751019908228
8.31,1.7246117499331017
8.33,1.7320053465445326
8.35,1.6283517129760057
8.370000000000001,1.4358829811498977
8.39,1.1542532890283752
8.41,0.7477293350075289
8.43,0.1675267519939947
8.45,-0.5938540919595603
8.47,-1.450729660716434
8.49,-2.2502534198033888
8.51,-2.86888450335372
8.530000000000001,-3.264763962881321
8.55,-3.440722470079593
8.57,-3.4022955703317677
8.59,-3.148204476938178
8.61,-2.674514864353579
8.63,-2.013208999464335
8.65,-1.2718638253178276
8.67,-0.5896263287271424
8.690000000000001,-0.047583081374827696
8.71,0.3560848772916696
8.73,0.6591400187344183
8.75,0.890178904019975
8.77,1.0575463047883709
8.79,1.154675375738817
8.81,1.1669342932623348
8.83,1.0747097304994515
8.85,0.8503885309496191
8.870000000000001,0.4514308392501114
8.89,-0.1724706037799515
8.91,-1.0310605547164884
8.93,-2.0377080602194
8.95,-3.02922602551228
8.97,-3.861087594797905
8.99,-4.4477622879167455
9.01,-4.702260736513228
9.03,-4.510659333487824
9.05,-3.824327251762332
9.07,-2.756508113624575
9.09,-1.551541682206337
9.11,-0.45076177546524665
9.13,0.4065211358611105
9.15,0.9837282965358769
9.17,1.3243275663785106
9.19,1.5543308304671424
9.21,1.835932587934333
9.23,2.2398079898384555
9.25,2.6732897437581213
9.27,2.973653093920489
9.29,3.051202678038883
9.31,2.9226607861563574
9.33,2.6430082144888862
9.35,2.2391919224942987
9.37,1.7030534157594044
9.39,1.0433821781678336
9.41,0.3443515292042534
9.43,-0.24841496048515443
9.45,-0.6127769383978747
9.47,-0.6954428757185607
9.49,-0.48963521012213285
9.51,-0.03798482622782373
9.53,0.540932906156959
9.55,1.0977468968790323
9.57,1.5404297326416811
9.59,1.8561432553860788
9.61,2.065431731960519
9.63,2.183286015835236
9.65,2.2149431865944127
9.67,2.162814921808099
9.69,2.0288475710594485
9.71,1.8144932759219579
9.73,1.518173394262587
9.75,1.1300235118734845
9.77,0.6209990297677379
9.79,-0.052109154615771036
9.81,-0.8981413496065258
9.83,-1.8171678968180558
9.85,-2.586725485739537
9.87,-2.9663421049989154
9.89,-2.8544081804938397
9.91,-2.3705673180402207
9.93,-1.8019491375978913
9.95,-1.453578895612445
9.97,-1.5012016957251069
9.99,-1.9243405122289654
