r,U
0.01,50.0
0.03,19.16954781333626
0.05,20.19710078028614
0.07,19.392751943683802
0.09,17.73448517426077
0.11,15.866038381357612
0.13,14.042598150190287
0.15,12.324397366856221
0.1699999999999999,10.706380696659194
0.19,9.165909293730685
0.21,7.689522726365
0.2299999999999999,6.289992606881903
0.25,5.016752344137535
0.27,3.94164313990127
0.29,3.12806535310013
0.31,2.603535977897123
0.33,2.3587515310779184
0.35,2.3708630191709013
0.37,2.621698292881492
0.39,3.0887511748895005
0.41,3.722198933479972
0.43,4.438478107078632
0.45,5.13883504395638
0.47,5.734957425138941
0.49,6.166456875383323
0.51,6.410123400528219
0.53,6.481853458021028
0.55,6.426596938941037
0.5700000000000001,6.296703698916225
0.59,6.131196098126042
0.61,5.949518862569928
0.63,5.760834149179477
0.65,5.576345005496094
0.67,5.4114963590499165
0.6900000000000001,5.2780458094405525
0.71,5.176981158093698
0.73,5.100563235973059
0.75,5.041345457675142
0.77,5.000813568829864
0.79,4.9915595241935105
0.81,5.028904424620714
0.8300000000000001,5.113569476804523
0.85,5.218314647113301
0.87,5.29322433602597
0.89,5.282802473831074
0.91,5.1372659875800295
0.93,4.814164954350941
0.95,4.297276037054157
0.97,3.6528952599159057
0.99,3.0732038833367543
1.01,2.80439144326507
1.03,2.967685676828637
1.05,3.4584374263507893
1.07,4.047868997730811
1.09,4.56069090223416
1.11,4.944420548939343
1.13,5.223108473129216
1.15,5.43506368130468
1.17,5.604697967645194
1.19,5.7384067345246095
1.21,5.8286529717005156
1.23,5.86237959773525
1.25,5.828622521414349
1.27,5.7227353078088665
1.29,5.541571065634214
1.31,5.2730369381990005
1.33,4.890943260359705
1.35,4.378853058278644
1.37,3.7927155508837265
1.39,3.3076900279604455
1.41,3.1497527829953924
1.43,3.4218113378427972
1.45,4.0062529235941575
1.47,4.666493602034537
1.49,5.223264838122018
1.51,5.6234033241077785
1.53,5.892319648353967
1.55,6.0696445603899924
1.57,6.181853224126739
1.59,6.243533978863946
1.61,6.266544568825378
1.63,6.266582798748331
1.65,6.262583291081155
1.67,6.272373270055917
1.69,6.306733863390905
1.71,6.364576630152696
1.73,6.432385594231217
1.75,6.489838342785555
1.77,6.518932652442897
1.79,6.510757595047563
1.81,6.465718093175635
1.83,6.38730175310088
1.85,6.273160735752066
1.87,6.110068988172738
1.89,5.873974161618181
1.91,5.53337718513437
1.93,5.055022447710424
1.95,4.428293617912168
1.97,3.7206858655493544
1.99,3.1165433090388213
2.01,2.84451419992915
2.03,3.004812534307386
2.05,3.475456533013298
2.0700000000000003,4.014655342461268
2.09,4.433051547950598
2.1100000000000003,4.654537338377896
2.13,4.664973463177036
2.1500000000000004,4.456680423833381
2.17,4.035460483390841
