r,U
0.01,50.0
0.03,10.81877356501184
0.05,8.862945490339296
0.07,6.46738616421292
0.09,4.6382408838070095
0.11,3.587759727931062
0.13,3.081473248582195
0.15,2.8565377096425224
0.1699999999999999,2.7597075354374554
0.19,2.719521544448377
0.21,2.7048944864191142
0.2299999999999999,2.699947889889238
0.25,2.698512178477951
0.27,2.6981568178185666
0.29,2.6980830551053634
0.31,2.6980705968562897
0.33,2.6980689765857
0.35,2.698068835180146
0.37,2.698068835180146
0.39,2.698068835180146
0.41,2.698068835180146
0.43,2.698068835180146
0.45,2.698068835180146
0.47,2.698068835180146
0.49,2.698068835180146
0.51,2.698068835180146
0.53,2.698068835180146
0.55,2.698068835180146
0.5700000000000001,2.698068835180146
0.59,2.698068835180146
0.61,2.698068835180146
0.63,2.698068835180146
0.65,2.698068835180146
0.67,2.698068835180146
0.6900000000000001,2.698068705546488
0.71,2.6980671445448743
0.73,2.6980547372623946
0.75,2.6979788917118515
0.77,2.697600649188706
0.79,2.696011359805152
0.81,2.690539184195988
0.8300000000000001,2.67441364575008
0.85,2.6345244126251313
0.87,2.554030223732682
0.89,2.422980392143533
0.91,2.247925845061635
0.93,2.0335093508719617
0.95,1.7380043694044507
0.97,1.280078582367202
0.99,0.6570920779206897
1.01,0.057661681695249545
1.03,-0.2238598421679876
1.05,-0.026689060173532564
1.07,0.5494572506902906
1.09,1.2503498669787025
1.11,1.8551561876031553
1.13,2.270108940995795
1.15,2.5073679884408757
1.17,2.622891897397184
1.19,2.6702901689218077
1.21,2.6825826088217353
1.23,2.670890433820811
1.25,2.6257984280886655
1.27,2.5197565182844914
1.29,2.314725688808519
1.31,1.9856124106958957
1.33,1.5510389393728925
1.35,1.0843704695303091
1.37,0.6859029463443282
1.39,0.4376701454188199
1.41,0.37674046936174577
1.43,0.49745629265678093
1.45,0.7706652546755328
1.47,1.1559667878997844
1.49,1.5936927106336287
1.51,2.0044898060098335
1.53,2.3210834533379994
1.55,2.521483458638404
1.57,2.6265989949105353
1.59,2.6729988814470356
1.61,2.690375036243256
1.63,2.696037401199883
1.65,2.697606575002623
1.67,2.697980030123222
1.69,2.6980547893723656
1.71,2.698065518433634
1.73,2.6980549688874826
1.75,2.697981186042738
1.77,2.697612591952325
1.79,2.6960638430970603
1.81,2.6904751815801795
1.83,2.6733476772916234
1.85,2.627667085898901
1.87,2.5241726980861836
1.89,2.3267109696490618
1.91,2.011619935909662
1.93,1.58745243652998
1.95,1.0885735028208727
1.97,0.5520133200020947
1.99,0.03350897751004189
2.01,-0.34207779017406015
2.03,-0.4069265789198794
2.05,-0.08730534694105196
2.0700000000000003,0.4975202075549823
2.09,1.0986789507423809
2.1100000000000003,1.4876406588591298
2.13,1.5594504761283656
