r,U
0.01,50.0
0.03,13.540402551781748
0.05,12.534425291945114
0.07,10.159155329445557
0.09,7.627814502855022
0.11,5.581091257164154
0.13,4.132656566619328
0.15,3.1752935682818304
0.1699999999999999,2.568197891947733
0.19,2.1923894390161394
0.21,1.9620395694710693
0.2299999999999999,1.820092575730123
0.25,1.7337421150178356
0.27,1.6836165298204095
0.29,1.6578100937767042
0.31,1.6505890417953868
0.33,1.6614212652249654
0.35,1.6910232355526365
0.37,1.7369479330889606
0.39,1.7926598877478535
0.41,1.8496258516669197
0.43,1.899398030848018
0.45,1.935054870481986
0.47,1.952912551082557
0.49,1.9536799896333843
0.51,1.9414475590340574
0.53,1.9209499138592347
0.55,1.8952556968563474
0.5700000000000001,1.8654398946838286
0.59,1.8317821854084606
0.61,1.7948014365743905
0.63,1.7552696361558455
0.65,1.714015854737152
0.67,1.6723197629241566
0.6900000000000001,1.6323710279603914
0.71,1.5970700352504572
0.73,1.569291069077548
0.75,1.5509953501804432
0.77,1.5423692189875222
0.79,1.541349578845911
0.81,1.5444789232434788
0.8300000000000001,1.5499841894393986
0.85,1.5617789893304401
0.87,1.5908507052322962
0.89,1.6466941735994336
0.91,1.718510969662291
0.93,1.7564725608140286
0.95,1.683477138962707
0.97,1.460801842349496
0.99,1.1617396795791226
1.01,0.944849802105205
1.03,0.9131855660922108
1.05,1.0206440695546197
1.07,1.144464296359864
1.09,1.215499600296897
1.11,1.2494668902679766
1.13,1.2886620230971024
1.15,1.3524962800235913
1.17,1.4335299980782512
1.19,1.5142522192907721
1.21,1.581038228532397
1.23,1.631971921772612
1.25,1.6780064141208868
1.27,1.738835767417827
1.29,1.8295879089395326
1.31,1.9411838161675181
1.33,2.0238957957887473
1.35,2.0014276907335296
1.37,1.8364068394086352
1.39,1.6010368664472487
1.41,1.4467882087682513
1.43,1.4633107325535955
1.45,1.5896513524071034
1.47,1.6942905682555285
1.49,1.7104514389137417
1.51,1.6663015678269844
1.53,1.6203733493015458
1.55,1.6053976994466819
1.57,1.6219118751193244
1.59,1.6565098572599952
1.61,1.6962343449711037
1.63,1.7331183095486047
1.65,1.7625687517992512
1.67,1.7824968546035045
1.69,1.7933712054228472
1.71,1.7977536845708295
1.73,1.7985081307370585
1.75,1.79674566403554
1.77,1.7909182137015565
1.79,1.777477727634646
1.81,1.752755650245681
1.83,1.7158128819876852
1.85,1.671442092618598
1.87,1.631589732352432
1.89,1.608732801195912
1.91,1.5991517826921848
1.93,1.5637687934534492
1.95,1.4363419607614638
1.97,1.184390758636778
1.99,0.8798278226731311
2.01,0.6730235905483806
2.03,0.6563967333642315
2.05,0.7758316511706385
2.0700000000000003,0.9063144514096564
2.09,0.9838852149190895
2.1100000000000003,1.033337003491055
2.13,1.0979653267065892
2.1500000000000004,1.1736359407344574
2.17,1.210426397018323
2.1900000000000004,1.180802736726804
2.21,1.1490124224388607
2.2300000000000004,1.2386248654010643
2.25,1.495339038895473
2.2700000000000005,1.8121610231270964
2.29,2.0269616636869117
2.31,2.069084850056935
2.33,1.9877711556146451
2.35,1.8746093143932496
2.37,1.7919991164652345
2.39,1.7573370096631562
2.41,1.7604153507435871
2.43,1.7830118135744364
2.45,1.8102216828462714
2.47,1.8331700564564173
2.49,1.8483021074902153
2.51,1.85506198955762
2.53,1.8539046391789755
2.55,1.8454337635701945
2.5700000000000003,1.8302846097728471
2.59,1.8088838978371955
2.6100000000000003,1.7810394982132687
2.63,1.7462567552097132
2.6500000000000004,1.7055678227189368
2.67,1.6641650304972186
2.6900000000000004,1.6332896109320183
2.71,1.6254941661268552
2.7300000000000004,1.6406247267703593
2.75,1.647636423085003
2.7700000000000005,1.5894935447547578
2.79,1.4375368189220286
2.81,1.2577406443418662
2.83,1.1881152385808864
2.85,1.3118672676076306
