r,U
0.01,50.0
0.03,14.538343627576817
0.05,13.867247358237288
0.07,11.690789966998667
0.09,9.168201493522828
0.11,6.953187812049064
0.13,5.2186290533678985
0.15,3.928878792791185
0.1699999999999999,3.001751490378684
0.19,2.3514759094747415
0.21,1.8978401860405416
0.2299999999999999,1.5705229296194858
0.25,1.323271922220619
0.27,1.1397644323148866
0.29,1.0250944161380593
0.31,0.9838862585657182
0.33,1.0053129500241251
0.35,1.0690688433667317
0.37,1.1604794882403704
0.39,1.2741591868589817
0.41,1.4046848191161825
0.43,1.539221251442802
0.45,1.6604031946058369
0.47,1.753450670521718
0.49,1.809633080196467
0.51,1.825813348465914
0.53,1.8037020427818975
0.55,1.7500157438512112
0.5700000000000001,1.6760159275130908
0.59,1.5950975735770507
0.61,1.5190471585791556
0.63,1.4550486293418956
0.65,1.4049611548327618
0.67,1.3667521294551985
0.6900000000000001,1.3372089646954235
0.71,1.3146285710438423
0.73,1.2996468052412524
0.75,1.2937631409096326
0.77,1.2980448050781055
0.79,1.3142904318284945
0.81,1.3471647740662664
0.8300000000000001,1.404054767782795
0.85,1.4911328473851304
0.87,1.6070554557848906
0.89,1.733593552558034
0.91,1.8268099051136542
0.93,1.8167124701829804
0.95,1.6364058126506835
0.97,1.2919085732007245
0.99,0.919520851384835
1.01,0.7275070055531776
1.03,0.8264350712366175
1.05,1.1289532757856806
1.07,1.4434540464615013
1.09,1.6396954618143216
1.11,1.7076084258742368
1.13,1.7037118319448625
1.15,1.684816937463168
1.17,1.681089698491391
1.19,1.698899644686974
1.21,1.732315191184405
1.23,1.7733270977842972
1.25,1.816096486067635
1.27,1.857197921379531
1.29,1.8887473270200283
1.31,1.8871142579745124
1.33,1.8061453557416502
1.35,1.5982411089836237
1.37,1.27679703320781
1.39,0.9701039166037804
1.41,0.866614040767435
1.43,1.054601885530892
1.45,1.430631712448597
1.47,1.7961163083216425
1.49,2.0202900789738196
1.51,2.0944140562603124
1.53,2.075573778559332
1.55,2.021697222402584
1.57,1.9675174008133132
1.59,1.927703478881985
1.61,1.9055004252933783
1.63,1.8998551681336417
1.65,1.9087044167405187
1.67,1.9305994780955773
1.69,1.964551959385652
1.71,2.008451482845758
1.73,2.0565986135382976
1.75,2.098881759275659
1.77,2.1243913098576286
1.79,2.1282956890652622
1.81,2.116702845353971
1.83,2.105148326378111
1.85,2.110514576914973
1.87,2.140244778596734
1.89,2.1806461196699924
1.91,2.1885284491986825
1.93,2.0925244855658125
1.95,1.8230774014240723
1.97,1.3820861401031683
1.99,0.9012942558107451
2.01,0.5881746323270081
2.03,0.5612990484699187
2.05,0.7501735375993848
2.0700000000000003,0.981640078960563
2.09,1.1355729050971677
2.1100000000000003,1.1932228084064658
2.13,1.1756825397398325
2.1500000000000004,1.0784646173500843
2.17,0.87333781206405
